"playerid","Name.1","Team.1","G.1","AB.1","PA.1","H.1","X1B.1","X2B.1","X3B.1","HR.1","R.1","RBI.1","BB.1","IBB.1","SO.1","HBP.1","SF.1","SH.1","GDP.1","SB.1","CS.1","AVG.1","Name.2","Team.2","G.2","AB.2","PA.2","H.2","X1B.2","X2B.2","X3B.2","HR.2","R.2","RBI.2","BB.2","IBB.2","SO.2","HBP.2","SF.2","SH.2","GDP.2","SB.2","CS.2","AVG.2"
3395,"Cliff Pennington","Athletics",84,288,326,76,51,16,6,3,38,27,31,0,56,0,2,5,2,13,2,0.264,"Cliff Pennington","Athletics",72,220,250,51,36,10,2,3,26,19,19,0,40,3,1,7,5,16,3,0.232
3410,"Ryan Braun","Brewers",87,349,383,102,64,24,1,13,55,54,29,1,60,2,2,0,10,12,1,0.292,"Ryan Braun","Brewers",70,270,302,86,53,21,0,12,46,49,27,0,45,4,1,0,7,2,2,0.319
3442,"Dan Uggla","Marlins",88,323,371,92,60,16,0,16,56,52,44,0,83,1,3,0,4,2,0,0.285,"Dan Uggla","Marlins",71,266,303,77,45,15,0,17,44,53,34,2,66,1,2,0,6,2,1,0.289
3708,"Rajai Davis","Athletics",75,269,287,72,52,15,2,3,36,26,12,0,45,4,1,1,5,27,5,0.268,"Rajai Davis","Athletics",68,256,274,77,61,13,1,2,30,26,14,0,33,0,4,0,5,23,6,0.301
3787,"David Wright","Mets",87,325,378,102,61,25,2,14,52,65,45,4,97,1,7,0,8,15,7,0.314,"David Wright","Mets",70,262,292,64,37,11,1,15,35,38,24,5,64,1,5,0,4,4,4,0.244
3811,"Ryan Theriot","Cubs",83,335,358,93,82,10,1,0,39,18,18,3,41,2,1,2,8,16,4,0.278,"Ryan Theriot","- - -",67,251,282,65,57,5,1,2,33,11,23,0,33,2,1,5,5,4,5,0.259
3856,"Jeff Keppinger","Astros",82,317,347,90,64,23,0,3,36,31,25,1,24,0,1,4,10,2,1,0.284,"Jeff Keppinger","Astros",55,197,228,58,43,11,1,3,26,28,26,0,12,1,3,1,5,2,0,0.294
3882,"Chris Young","Diamondbacks",86,320,356,85,50,20,0,15,48,61,32,0,75,0,3,1,5,17,2,0.266,"Chris Young","Diamondbacks",70,264,308,65,40,13,0,12,46,30,42,0,70,2,0,0,5,11,5,0.246
4082,"Erick Aybar","Angels",80,325,359,92,72,15,2,3,52,16,27,1,48,1,0,6,5,14,6,0.283,"Erick Aybar","Angels",58,209,230,43,36,3,2,2,17,13,8,0,33,6,2,5,2,8,2,0.206
4191,"Yunel Escobar","Braves",75,261,301,62,50,12,0,0,28,19,37,1,31,1,0,2,9,5,1,0.238,"Yunel Escobar","Blue Jays",60,236,266,65,54,7,0,4,32,16,19,0,26,4,0,7,9,1,1,0.275
4220,"Ryan Zimmerman","Nationals",81,289,337,85,50,19,0,16,52,48,43,5,58,1,4,0,10,1,1,0.294,"Ryan Zimmerman","Nationals",61,236,266,76,54,13,0,9,33,37,26,1,40,3,1,0,6,3,0,0.322
4229,"Howie Kendrick","Angels",89,355,380,97,68,21,1,7,39,52,16,0,52,4,1,4,10,9,2,0.273,"Howie Kendrick","Angels",69,261,278,75,49,20,3,3,28,23,12,2,42,1,4,0,6,5,2,0.287
4251,"Stephen Drew","Diamondbacks",81,298,335,82,55,16,7,4,43,29,31,0,56,3,1,2,7,6,2,0.275,"Stephen Drew","Diamondbacks",70,267,298,75,42,17,5,11,40,32,31,2,52,0,0,0,1,4,3,0.281
4314,"Joey Votto","Reds",84,309,370,97,58,15,2,22,59,60,55,2,72,4,2,0,5,7,4,0.314,"Joey Votto","Reds",66,238,278,80,44,21,0,15,47,53,36,6,53,3,1,0,6,9,1,0.336
4556,"James Loney","Dodgers",88,337,371,104,72,25,1,6,47,63,28,5,50,2,4,0,7,9,4,0.309,"James Loney","Dodgers",73,251,277,53,32,16,1,4,20,25,24,4,45,2,0,0,7,1,1,0.211
4599,"Nick Swisher","Yankees",83,315,360,94,56,20,3,15,55,49,37,0,70,4,2,2,7,1,1,0.298,"Nick Swisher","Yankees",67,251,275,69,42,13,0,14,36,40,21,0,69,2,0,1,6,0,1,0.275
4613,"Prince Fielder","Brewers",89,324,397,86,52,14,0,20,53,39,61,6,87,12,0,0,5,1,0,0.265,"Prince Fielder","Brewers",72,254,317,65,42,11,0,12,41,44,53,11,51,9,1,0,7,0,0,0.256
4720,"Chase Headley","Padres",87,349,380,94,72,16,0,6,48,31,26,2,73,1,3,1,7,11,3,0.269,"Chase Headley","Padres",74,261,294,67,46,13,3,5,29,27,30,1,66,2,1,0,4,6,2,0.257
4810,"Brian McCann","Braves",76,255,305,68,42,16,0,10,40,37,42,5,52,6,2,0,5,3,1,0.267,"Brian McCann","Braves",67,224,261,61,41,9,0,11,23,40,32,5,46,3,2,0,7,2,1,0.272
4940,"Jason Heyward","Braves",71,255,303,64,37,13,3,11,41,45,42,2,68,5,1,0,5,5,4,0.251,"Jason Heyward","Braves",71,265,320,80,55,16,2,7,42,27,49,0,60,5,1,0,8,6,2,0.302
5015,"Melvin Upton","Rays",83,291,331,67,36,21,3,7,50,31,37,0,78,2,1,0,10,25,6,0.23,"Melvin Upton","Rays",71,245,279,60,31,17,1,11,39,31,30,1,86,0,3,1,3,17,3,0.245
5133,"Alexei Ramirez","White Sox",83,299,317,82,59,14,1,8,33,33,14,1,42,0,1,3,8,3,6,0.274,"Alexei Ramirez","White Sox",73,286,309,83,57,15,1,10,50,37,13,1,40,2,4,4,4,10,2,0.29
5409,"Pablo Sandoval","Giants",86,335,370,88,62,18,2,6,42,34,30,7,49,1,4,0,19,2,2,0.263,"Pablo Sandoval","Giants",66,228,246,63,39,16,1,7,19,29,17,5,32,0,1,0,7,1,0,0.276
5631,"Matt Kemp","Dodgers",88,349,387,91,54,17,4,16,58,51,31,1,99,1,6,0,9,15,10,0.261,"Matt Kemp","Dodgers",74,253,281,59,37,8,2,12,24,38,22,3,71,3,3,0,5,4,5,0.233
5928,"Daric Barton","Athletics",89,320,391,87,60,20,2,5,38,32,54,1,59,3,4,10,2,0,2,0.272,"Daric Barton","Athletics",70,236,295,65,44,13,3,5,41,25,56,1,43,0,1,2,6,7,1,0.275
5930,"Nick Markakis","Orioles",87,334,387,103,68,28,1,6,40,31,50,7,51,0,3,0,8,3,1,0.308,"Nick Markakis","Orioles",73,295,322,84,59,17,2,6,39,29,23,2,42,2,2,0,10,4,1,0.285
5995,"Kevin Kouzmanoff","Athletics",86,338,359,90,66,16,0,8,36,40,15,2,54,4,2,0,13,1,0,0.266,"Kevin Kouzmanoff","Athletics",57,213,227,46,21,16,1,8,23,31,9,0,42,2,3,0,7,1,1,0.216
6086,"Casey McGehee","Brewers",84,325,363,89,56,20,0,13,38,53,34,5,59,1,3,0,6,1,1,0.274,"Casey McGehee","Brewers",73,285,307,85,56,18,1,10,32,51,16,0,43,1,5,0,12,0,0,0.298
6104,"Aaron Hill","Blue Jays",71,281,313,53,29,12,0,12,33,33,28,1,41,4,0,0,5,1,0,0.189,"Aaron Hill","Blue Jays",67,247,267,55,31,10,0,14,37,35,13,1,44,4,2,1,3,1,2,0.223
6265,"Andre Ethier","Dodgers",70,275,306,89,54,21,0,14,43,54,26,4,38,1,4,0,4,1,0,0.324,"Andre Ethier","Dodgers",69,242,279,62,40,12,1,9,28,28,33,7,64,2,2,0,7,1,1,0.256
6310,"Alcides Escobar","Brewers",81,283,312,69,54,8,5,2,35,24,23,4,37,1,2,3,6,7,2,0.244,"Alcides Escobar","Brewers",64,223,240,50,37,6,5,2,22,17,13,3,33,2,1,1,2,3,2,0.224
6368,"Adam Jones","Orioles",87,351,369,97,67,12,4,14,44,39,10,0,76,5,2,1,10,3,5,0.276,"Adam Jones","Orioles",62,230,252,68,49,13,1,5,32,30,13,1,43,8,0,1,7,4,2,0.296
6387,"Michael Bourn","Astros",85,321,360,82,62,17,2,1,52,20,35,3,66,1,0,3,3,28,8,0.255,"Michael Bourn","Astros",56,214,245,60,47,8,4,1,32,18,24,2,43,2,2,3,3,24,4,0.28
6885,"Ian Desmond","Nationals",84,271,294,69,46,14,3,6,31,36,15,3,54,2,2,4,8,8,2,0.255,"Ian Desmond","Nationals",70,254,280,72,54,13,1,4,28,29,13,0,55,3,5,5,1,9,3,0.283
7287,"Carlos Gonzalez","Rockies",77,325,347,102,69,12,4,17,56,60,16,4,76,2,4,0,4,12,5,0.314,"Carlos Gonzalez","Rockies",68,262,289,95,51,22,5,17,55,57,24,4,59,0,3,0,5,14,3,0.363
7399,"Billy Butler","Royals",87,329,375,106,71,26,0,9,44,46,37,4,41,3,6,0,21,0,0,0.322,"Billy Butler","Royals",71,266,303,83,58,19,0,6,33,32,32,4,37,2,3,0,11,0,0,0.312
7435,"Ben Zobrist","Rays",84,309,373,88,65,16,2,5,47,41,51,0,63,3,6,4,5,19,2,0.285,"Ben Zobrist","Rays",67,232,282,41,24,12,0,5,30,34,41,1,44,0,6,3,5,5,1,0.177
7619,"Mark Reynolds","Diamondbacks",84,294,351,63,28,14,1,20,49,56,44,2,122,8,5,0,3,5,2,0.214,"Mark Reynolds","Diamondbacks",61,205,245,36,20,3,1,12,30,29,39,5,89,1,0,0,5,2,2,0.176
8001,"Hanley Ramirez","Marlins",86,326,373,98,66,17,2,13,50,53,41,8,48,3,3,0,10,18,5,0.301,"Hanley Ramirez","Marlins",56,217,246,65,46,11,0,8,42,23,23,4,45,4,2,0,4,14,5,0.3
8027,"Adam Lind","Blue Jays",86,322,351,69,44,12,1,12,33,40,25,1,88,1,3,0,5,0,0,0.214,"Adam Lind","Blue Jays",64,247,262,66,33,20,2,11,24,32,13,2,56,2,0,0,5,0,0,0.267
8219,"Jason Bartlett","Rays",69,242,281,56,37,15,2,2,31,33,29,1,40,1,2,7,2,4,2,0.231,"Jason Bartlett","Rays",66,226,251,63,48,12,1,2,40,14,16,0,43,4,1,4,4,7,4,0.279
